timestamps,Fz,C3,Cz,C4,Pz,PO7,Oz,PO8,stim
1772498288.355593,222058.6875,227291.953125,250336.328125,692215.5,655617.625,227666.75,705766.5625,206423.5625,0.0
1772498288.3693357,222075.671875,227285.328125,250331.234375,692173.9375,655512.5625,227663.34375,705764.9375,206412.203125,0.0
1772498288.3693686,222089.53125,227281.75,250323.8125,692143.0625,655446.0,227658.96875,705768.25,206404.15625,0.0
1772498288.3717759,222081.671875,227287.84375,250328.015625,692100.0,655377.0625,227665.765625,705770.6875,206411.578125,0.0
1772498288.3717923,222047.96875,227279.078125,250319.078125,692018.1875,655252.0,227647.96875,705769.875,206397.0,0.0
1772498288.3806236,222066.015625,227279.96875,250315.859375,691975.25,655152.8125,227646.53125,705770.0625,206396.734375,0.0
1772498288.3806477,222082.734375,227281.9375,250314.421875,691950.875,655083.6875,227659.765625,705769.4375,206399.6875,0.0
1772498288.3893735,222075.5,227278.625,250307.625,691919.5,655021.375,227658.25,705772.4375,206401.03125,0.0
1772498288.389404,222054.578125,227277.734375,250301.109375,691860.125,654933.6875,227643.859375,705776.375,206395.21875,0.0
1772498288.3943093,222060.65625,227281.125,250296.90625,691808.8125,654830.0625,227646.53125,705776.375,206395.484375,0.0
1772498288.39433,222072.90625,227269.6875,250285.015625,691775.0,654751.8125,227634.109375,705773.875,206391.375,0.0
1772498288.3963304,222072.28125,227270.84375,250283.484375,691742.5625,654689.4375,227637.234375,705773.875,206399.0625,0.0
1772498288.407608,222050.375,227269.78125,250281.171875,691687.125,654607.5,227636.875,705777.9375,206404.59375,0.0
1772498288.4119043,222046.53125,227262.359375,250275.53125,691632.125,654511.4375,227626.25,705780.3125,206403.4375,0.0
1772498288.411955,222065.75,227257.796875,250268.375,691599.6875,654438.375,227628.203125,705779.625,206402.984375,0.0
1772498288.4180648,222066.640625,227257.4375,250266.328125,691567.3125,654376.9375,227636.609375,705779.25,206393.25,0.0
1772498288.418092,222044.390625,227249.125,250258.90625,691508.8125,654296.75,227625.796875,705780.625,206381.984375,0.0
1772498288.4199696,222031.875,227255.46875,250260.515625,691441.25,654196.9375,227626.59375,705783.4375,206381.265625,0.0
1772498288.436322,222061.734375,227263.875,250265.515625,691418.0625,654137.4375,227637.15625,705787.375,206387.703125,0.0
1772498288.439388,222065.390625,227267.265625,250266.5,691391.0,654083.0,227635.1875,705785.3125,206386.90625,0.0
1772498288.439414,222055.375,227268.4375,250269.28125,691345.8125,654017.4375,227637.15625,705784.625,206389.578125,0.0
1772498288.4412143,222058.59375,227284.625,250281.609375,691295.3125,653934.0,227660.9375,705787.1875,206403.703125,0.0
1772498288.4449663,222093.203125,227280.953125,250277.859375,691269.8125,653884.5625,227652.53125,705790.4375,206394.9375,0.0
1772498288.4493053,222107.59375,227275.140625,250275.4375,691242.125,653857.25,227633.484375,705795.625,206391.640625,0.0
1772498288.4493237,222103.9375,227283.453125,250277.40625,691204.5,653827.1875,227640.640625,705799.1875,206393.875,0.0
