timestamps,Fz,C3,Cz,C4,Pz,PO7,Oz,PO8,stim
1772497103.2026,225160.046875,234093.671875,232428.5625,552542.8125,598326.125,235443.1875,707142.25,209530.984375,0.0
1772497103.2113447,225216.09375,234094.921875,232426.6875,552519.9375,598229.6875,235451.859375,707144.0625,209530.1875,0.0
1772497103.215129,225223.875,234096.890625,232423.109375,552483.5625,598130.75,235451.59375,707143.3125,209537.59375,0.0
1772497103.219416,225199.921875,234094.84375,232416.40625,552413.8125,598002.5625,235452.75,707145.5625,209533.84375,0.0
1772497103.2194333,225200.625,234101.28125,232420.15625,552337.625,597853.5,235457.484375,707147.875,209535.015625,0.0
1772497103.2326405,225253.65625,234104.578125,232421.40625,552310.375,597747.625,235460.171875,707150.875,209532.5,0.0
1772497103.238256,225270.8125,234101.8125,232413.71875,552275.125,597650.625,235459.015625,707152.75,209525.703125,0.0
1772497103.2382886,225262.140625,234100.296875,232409.515625,552218.3125,597541.625,235461.421875,707153.6875,209524.015625,0.0
1772497103.2406783,225242.46875,234095.015625,232401.640625,552127.8125,597391.8125,235458.03125,707154.25,209517.125,0.0
1772497103.2406952,225295.671875,234089.65625,232399.0625,552090.5,597289.6875,235456.328125,707157.5625,209512.125,0.0
1772497103.2476199,225316.859375,234082.234375,232392.796875,552051.875,597200.5625,235449.265625,707160.5625,209508.359375,0.0
1772497103.2525976,225307.65625,234081.609375,232387.96875,551998.625,597102.625,235446.671875,707163.5625,209504.96875,0.0
1772497103.2550828,225278.421875,234086.703125,232384.21875,551909.9375,596954.9375,235448.1875,707165.3125,209504.96875,0.0
1772497103.2588313,225324.453125,234084.90625,232376.171875,551869.1875,596844.1875,235449.625,707168.125,209500.671875,0.0
1772497103.2625625,225354.671875,234081.25,232368.65625,551833.125,596761.3125,235447.296875,707169.5625,209497.015625,0.0
1772497103.280146,225350.484375,234081.875,232370.625,551782.4375,596670.8125,235453.640625,707172.6875,209507.296875,0.0
1772497103.2832367,225315.875,234081.34375,232368.203125,551686.0625,596526.875,235455.34375,707171.5,209506.84375,0.0
1772497103.2832563,225353.25,234091.703125,232373.578125,551637.125,596412.5,235464.828125,707174.25,209515.609375,0.0
1772497103.2850754,225392.671875,234094.921875,232370.984375,551611.375,596332.5625,235468.390625,707176.9375,209519.984375,0.0
1772497103.2875774,225401.53125,234097.34375,232367.046875,551568.5625,596259.75,235472.78125,707177.375,209527.3125,0.0
1772497103.290072,225368.53125,234102.703125,232366.328125,551476.0625,596133.6875,235477.515625,707177.5,209533.3125,0.0
1772497103.29897,225389.453125,234113.25,232372.859375,551415.4375,596016.0625,235488.421875,707180.25,209542.078125,0.0
1772497103.3019211,225428.171875,234112.265625,232368.75,551382.625,595933.625,235489.859375,707182.5,209543.859375,0.0
1772497103.3019404,225421.015625,234106.546875,232360.609375,551335.0625,595850.6875,235488.15625,707183.8125,209538.9375,0.0
1772497103.3038275,225378.546875,234105.65625,232356.59375,551243.5,595723.9375,235483.859375,707181.5,209535.640625,0.0
1772497103.306328,225382.84375,234120.859375,232366.15625,551169.75,595592.3125,235496.375,707186.4375,209546.1875,0.0
1772497103.3100767,225427.546875,234127.921875,232368.125,551134.6875,595500.1875,235504.78125,707190.125,209553.515625,0.0
1772497103.3182385,225419.40625,234122.109375,232363.65625,551081.1875,595403.0,235501.390625,707190.1875,209552.625,0.0
1772497103.3182535,225371.578125,234116.03125,232353.90625,550986.6875,595265.3125,235495.390625,707187.875,209545.015625,0.0
1772497103.3238454,225345.5625,234119.15625,232348.71875,550886.5625,595099.875,235498.703125,707189.75,209530.1875,0.0
1772497103.3300958,225379.796875,234120.140625,232343.359375,550835.3125,594976.125,235500.859375,707192.5,209524.640625,0.0
1772497103.3325727,225376.5,234116.75,232339.78125,550774.75,594860.9375,235498.96875,707194.375,209528.484375,0.0
1772497103.3350768,225335.015625,234111.640625,232330.65625,550681.8125,594718.1875,235492.0,707195.0,209528.21875,0.0
1772497103.33758,225285.125,234110.65625,232321.09375,550560.9375,594527.5625,235483.328125,707193.3125,209528.65625,0.0
1772497103.3413267,225306.84375,234110.578125,232315.8125,550494.4375,594372.625,235485.390625,707193.6875,209526.328125,0.0
1772497103.3507316,225299.6875,234106.640625,232308.84375,550426.75,594228.6875,235483.5,707194.0,209520.4375,0.0
1772497103.3507712,225252.9375,234098.40625,232300.078125,550332.1875,594064.0625,235475.015625,707193.375,209509.96875,0.0
1772497103.3601975,225191.421875,234100.296875,232299.359375,550212.25,593851.25,235472.953125,707194.375,209510.953125,0.0
1772497103.3625786,225195.265625,234098.140625,232295.078125,550131.5625,593661.125,235472.421875,707195.0,209506.578125,0.0
1772497103.3656669,225197.953125,234101.359375,232300.265625,550073.0625,593500.1875,235480.015625,707196.625,209511.5,0.0
1772497103.365684,225145.90625,234092.78125,232287.296875,549983.375,593320.9375,235474.203125,707194.5,209502.828125,0.0
1772497103.3740408,225065.09375,234092.515625,232285.234375,549854.5625,593088.875,235472.875,707193.9375,209507.734375,0.0
1772497103.3764443,225060.703125,234104.140625,232296.59375,549773.1875,592873.4375,235483.859375,707195.375,209525.0,0.0
1772497103.3813505,225064.546875,234105.125,232300.078125,549717.375,592686.1875,235486.8125,707195.75,209535.546875,0.0
1772497103.3838308,225027.546875,234099.75,232294.09375,549642.1875,592492.75,235481.890625,707196.5625,209538.046875,0.0
1772497103.3863385,224957.71875,234108.515625,232302.046875,549526.5,592248.3125,235484.3125,707196.1875,209552.0,0.0
